"GEOID","gwd.barley.2014","gwd.corn.2014","gwd.cotton.2014","gwd.millet.2014","gwd.oats.2014","gwd.other_sctg2.2014","gwd.other_sctg3.2014","gwd.other_sctg4.2014","gwd.peanuts.2014","gwd.potatoes.2014","gwd.pulses.2014","gwd.rapeseed.2014","gwd.rice.2014","gwd.rye.2014","gwd.sorghum.2014","gwd.soybeans.2014","gwd.sugarbeets.2014","gwd.sunflower.2014","gwd.sweetpotatoes.2014","gwd.wheat.2014"
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,0,0.000376361606527632,0,0,0,0,7.24571246120255e-05,5.05959874565971e-05,0,0,0,0,0,0,0,0,0,0,0,1.06248661479214e-09
4003,0.00897951409655973,0.163810769543108,0.0228630039581224,0,0.00472704321634981,0.00327706115562268,0.0636207844134452,0.0731660571925671,0,0,0.00685587261535411,0,0,0,2.77235419274376e-07,0,0,0,0,0.00773788057346452
4005,0,0,0,0,0,0,5.62725755365154e-06,2.79342263455885e-05,0,0,0,0,0,0,0,0,0,0,0,0
4007,0,0,0,0,0,0,0,7.0534478695065e-07,0,0,0,0,0,0,0,0,0,0,0,0
4009,0.00206847420322773,0.00379308256903036,0.0806053358051596,0,0.000755515997581832,0.000653972186334653,0.00358411296768834,0.00924571982870988,0,9.63986126142554e-07,0.000136742850683771,0,0,0,1.16402948354559e-06,0,0,0,0,0.00319629239753225
4011,0.000371143519461137,0.0021219051855492,0.00163358217819917,0,0.000222218087132921,0.00046335982370704,0.000582242286937163,0.00402311765448641,0,0,4.90397295541719e-06,0,0,0,3.6286569016765e-05,0,0,0,0,1.61031888306858e-05
4012,1.39941359749968e-05,0.000318719803817718,0.00486273431277806,0,0,1.77531893643756e-06,0.00526791293808238,0.0550375733631056,0,0,0,0,0,0,0.000195311134416296,0,0,0,0,0.00754284041209005
4013,0.109343836808582,0.104280746740347,0.201803846213282,0,0.00284787297578086,0.0212593300764775,0.0257655046508344,1.10239431324151,0,0.00177672728065619,0.000396628749428369,0,0,2.76529569542576e-06,0.026231087785743,0,0,0,0,0.0333630350934736
4015,3.73569793794294e-13,5.91742224379255e-11,0.00246298687298324,0,0,0,0.000411474956000824,0.0374913188846137,0,0,0,0,0,0,8.78795846929005e-06,0,0,0,0,0.00291677270576559
4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,0.00353411869874595,0.00453532975191797,0.0390183638892992,0,1.81400673848687e-06,0.00256436144173701,0.00138800197504749,0.0147328625618562,0,1.5184642251207e-07,5.09691958998911e-08,0,0,0,5.88475735817521e-06,0,0,0,0,0.0228243779120625
4021,0.0215778560893256,0.0455432472673316,0.103675555756698,0,0.00144852467279825,0.00324345845735955,0.0102654009101237,0.1143264743443,0,0.00116912683363571,3.97834639860562e-06,0,0,3.18448882547156e-05,0.00260451948335715,0,0,0,0,0.0170476535496165
4023,0.000308900362232623,6.75174210340032e-05,9.38526243452827e-05,0,5.23800006296311e-07,0,0.00222978870306666,0.0103238638538537,0,0,0,0,0,0,0,0,0,0,0,0
4025,6.60605221045896e-09,1.10262320964814e-05,0.00165990492418083,0,1.72014155124055e-05,0.000347913587659537,6.05755258273627e-05,0.00536167288624278,0,0,0,0,0,0,6.49712499601472e-05,0,0,0,0,3.15088519786159e-05
4027,0.00333452445515189,0.00538151155386189,0.0199817141777361,0,8.38070079233893e-05,2.84150186840236e-05,0.0359131089297663,0.149293762735785,0,0,0,0,0,0,9.2411491484489e-05,0,0,0,0,0.0289700426658977
5001,0,2.50511477470415e-05,1.68934534197391e-07,0,1.2558399619827e-07,0,1.15706959793537e-06,0,0,0,0,0,0.439984836417194,0,8.90847457727764e-06,5.55692187673992e-05,0,0,0,1.05526045609449e-06
5003,0,2.38959406977602e-06,5.89145901556233e-08,0,2.35222896845627e-09,0,9.22266246233983e-09,0,0,0,0,0,0.076701479964246,0,3.27631304625056e-07,1.03852411229765e-05,0,0,0,1.09310589924283e-08
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,0,0.000174182570732873,6.23355965325806e-05,0,4.3229770843523e-09,3.01714150307168e-06,1.5134452540176e-06,3.30279666576177e-07,0,0,8.89182418924791e-09,0,0.189214830491299,0,5.07904834580411e-05,0.000870210491858074,0,4.14312423935198e-08,2.7262825150305e-08,1.02282024769084e-05
5019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,0,9.81641849619374e-06,3.94411011647935e-05,0,0,0,1.3053658903381e-06,0,0,0,1.5921846465133e-08,0,0.371896513028607,0,2.27907841971513e-07,5.50676970326187e-05,0,3.52203936655362e-08,0,3.09395050245653e-06
5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,0,0,0,0,0,0,0,0,0,0,0,0,0.000522182132268163,0,0,0,0,0,0,0
5031,0,7.29271673291418e-05,0.00013886841498826,0,0,0,9.49831234479767e-09,0,0,0,0,0,0.298625478736925,0,1.31135393329477e-06,9.53580347540904e-05,0,0,0,1.2305848914005e-06
5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,0,3.27580924454591e-07,4.07081273727563e-07,0,0,0,1.53985427639387e-08,0,0,0,0,0,0.111698239412018,0,1.29799755275439e-06,2.93274132013989e-05,0,0,0,1.00927011643605e-07
5037,0,3.40967772180229e-05,5.41417322075675e-06,0,0,0,2.75218512680605e-07,0,0,0,0,0,0.491983743854194,0,6.93840003440086e-06,9.42233472421166e-05,0,0,0,3.01023358343413e-06
5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,0,2.35965870739555e-06,9.4796788789869e-08,0,0,0,1.58093616369911e-07,2.78935811358613e-09,0,0,0,0,0.444610354853778,0,1.07245889599072e-07,2.39337679992843e-05,0,0,0,4.93779706422239e-07
5043,0,1.22532277447445e-10,0,0,0,0,0,0,0,0,0,0,0.0210895566028894,0,0,2.39720454660419e-09,0,0,0,7.11463897811911e-10
5045,0,0,0,0,0,0,0,0,0,0,0,0,0.00126389573135033,0,0,0,0,0,0,0
5047,0,7.57763478610960e-09,0,0,0,0,0,0,0,0,0,0,0.000138286065074096,0,0,9.05089773940291e-09,0,0,0,1.97652472021953e-11
5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,0,8.69721002638054e-08,0,0,0,0,5.79493061962143e-06,0,0,0,0,0,0.00427206327174891,0,1.81050797707975e-07,1.3673315867691e-05,0,0,0,2.66676346778565e-06
5055,0,4.74838923540428e-06,1.58738319911843e-05,0,0,0,7.91030907940783e-09,0,0,0,0,0,0.379244547002198,0,5.30829896021634e-08,1.46116810278744e-05,0,1.09408225077433e-09,0,5.24532065567436e-08
5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,0,0,0,0,0,0,0,0,0,0,0,0,0.0606880547166946,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,0,0,0,0,0,0,0,0,0,0,0,0,0.469436888690306,0,0,0,0,0,0,0
5069,0,4.66693688837764e-08,9.80862866525701e-11,0,0,0,7.48982396444118e-07,0,0,0,0,0,0.209591715070318,0,1.93793276788533e-08,3.65076259402242e-07,0,9.85919154866491e-11,0,2.08572778432994e-07
5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,0,0.000584072202532443,0,0,0,0,0,3.82871445893731e-07,0,0,0,0,0.008304276205938,0,0,0.00251314678170508,0,0,0,1.3103100958136e-05
5075,0,0,0,0,0,0,0,0,0,0,0,0,0.174294590318259,0,0,0,0,0,0,0
5077,0,0.000566407970340677,0.000832903854832919,0,6.40708633070902e-10,0,6.90256645065725e-07,9.54670100839696e-07,0,0,0,0,0.311324467349067,0,0.000887623937204873,0.00404498210884364,0,0,7.62931574476317e-09,4.73462392998796e-05
5079,0,6.17634162889676e-08,1.67189807573203e-07,0,0,0,1.68957761687477e-08,0,0,0,0,0,0.121685448667434,0,5.42995336736505e-09,5.6808731567271e-06,0,0,0,1.30010603374413e-06
5081,0,0,0,0,0,0,0,0,0,0,0,0,4.14817921321656e-05,0,0,0,0,0,0,0
5083,0,4.01311551324098e-07,0,0,0,0,1.64889674145294e-11,0,0,0,0,0,0.000304673634163688,0,2.00544339948452e-09,1.63086547135461e-06,0,0,0,1.71067237409858e-08
5085,0,1.39171331798705e-07,2.50348735029203e-12,0,0,0,8.14968776572838e-10,0,0,0,0,0,0.380567997419479,0,5.57249525004711e-08,4.37736767331021e-07,0,0,0,1.93692495084043e-07
5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,0,0.000177493798338815,0,0,0,0,0,5.87704220865077e-08,0,0,0,0,0.00205164739448856,0,0,0.000758911375801462,0,0,0,3.86629659888132e-06
5093,0,0.00014052960419413,0.000900964395050455,0,0,0,4.57301163379912e-06,3.12473107635461e-07,0,0,0,0,0.322495466758361,0,5.13261088144556e-06,0.00266778490257778,0,6.07511831563741e-08,7.48752567317604e-06,3.62250857207227e-05
5095,0,2.83806501680674e-05,2.31359497571539e-07,0,6.06363138374549e-10,0,9.08952580227076e-09,0,0,0,0,0,0.264930335295388,0,1.42212549948954e-06,0.000130519668636413,0,0,0,1.11429960993527e-06
5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,0,2.38422197510214e-05,9.12236664352096e-06,0,0,0,7.42348746692567e-07,2.37509939466634e-07,0,0,0,0,0.312074718399247,0,8.61790225587001e-06,0.000177529904855613,0,0,0,1.12125347835782e-05
5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,0,3.0244573002417e-05,1.8885797307354e-05,0,0,0,5.58612349461341e-07,0,0,0,0,0,0.792484724046766,0,8.65012462765677e-07,4.45380743318266e-05,0,0,0,4.46486414494508e-06
5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,0,0,0,0,0,0,0,0,0,0,0,0,0.000492118854397784,0,0,0,0,0,0,0
5117,0,2.4957678373247e-05,1.9088152318481e-06,0,0,0,6.38612574098493e-08,0,0,0,0,0,0.231012967723774,0,1.34954105660512e-05,0.000190999248993592,0,0,0,1.06196641807311e-05
5119,0,1.39952195683318e-07,0,0,0,0,7.33028287738433e-08,0,0,0,0,0,0.00950649048037085,0,3.79560203787307e-08,1.5041807711496e-06,0,0,0,8.03594699886505e-07
5121,0,0,0,0,0,0,0,0,0,0,0,0,0.10994629265957,0,0,0,0,0,0,0
5123,0,0.000226889877887541,0.000396175322683923,0,6.80490137134114e-08,1.61189818126885e-09,1.06757468867707e-06,2.76037371538739e-09,0,0,0,0,0.228779087439122,0,0.0006025146731239,0.00418361974707555,0,0,1.0192649996729e-05,0.000169734723582265
5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,0,0,0,0,0,0,0,0,0,0,0,0,7.99894547625045e-05,0,0,0,0,0,0,0
5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,0,0,0,0,0,0,0,0,0,0,0,0,0.0282949355780602,0,0,0,0,0,0,0
5147,0,0,0,0,0,0,1.01656936213725e-09,0,0,0,0,0,0.229505931529461,0,0,0,0,0,0,0
5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,6.33614279503457e-07,0.00143209466951041,1.4828575341241e-06,0,0.00216541620851631,0.000310340983488315,0.00464142252504975,0.00531790928732251,0,0,0.000252010277626749,0,5.26714555796155e-06,3.587007313445e-07,1.08647199634194e-07,0,0,1.49327578711904e-06,0,0.00096819745091733
6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,1.17737568105961e-06,1.19728067669275e-05,3.3103373327446e-06,0,5.68010668946298e-05,0.000666465544977016,0.000336228724795462,0.00107011020177218,0,0,9.28971135104153e-07,0,1.3964406092671e-05,0,0,0,0,0,0,0.000173676682333089
6007,7.56022666445377e-07,4.44563953570775e-05,6.57348558965599e-06,0,0.000289250161524969,4.43119894232383e-06,0.0173804515736092,0.000368930496200143,0,0,0.000146524748681035,0,0.14452304723627,0,0,0,0,0.000103792241187798,0,0.000359597596561279
6009,0,0,0,0,9.07945626253148e-17,0,5.17133212917332e-06,2.0567817444709e-07,0,0,0,0,0,0,0,0,0,0,0,1.02839141287677e-07
6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,1.13905788706126e-08,0.000867691113952765,1.84483202149954e-07,0,0.000101848825338252,7.53560377132103e-05,0.000913424972802161,0.00128411483907423,0,1.97810152427827e-05,9.93682981814028e-06,0,2.8095761108612e-06,2.31747374406609e-08,5.97804755283457e-07,0,0,5.71114700215985e-07,0,0.000257580327821604
6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,0,0,0,0,4.79013882876587e-05,0,0.000192416157686547,0.000134569345523267,0,0,0,0,0,0,0,0,0,0,0,1.55401911899277e-06
6019,0.0129671660860614,0.0259354538795909,0.0608418632628711,0,0.00603683383258622,0.00685601039464682,0.722656721668867,0.0974361197794783,0,1.08636589802152e-06,0.0082423818176005,0,2.55368092610138e-05,0.000118304367955261,0.00108305663073168,0,0,0,0,0.0974667528851761
6021,8.76005522790244e-07,8.53921909475521e-05,9.59291573989798e-06,0,6.69608227994202e-05,1.79753547617137e-05,0.00259074134653273,0.000335246089660825,0,0,1.03235617735838e-05,0,0.153560591830319,1.23199965702024e-08,2.67822672561429e-07,0,0,1.84050444088525e-05,0,8.59518628982109e-05
6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,6.78050644392388e-06,0,5.36154669203416e-07,0,6.6487145579692e-05,0,0.00286174899931686,0.00977411971308012,0,1.96750603731947e-05,0,0,1.3041800522679e-09,5.44256119335594e-08,0,0,0,0,0,0.00106117067138686
6027,0,0,0,0,0,0,0,0.0788776793327187,0,0,0,0,0,0,0,0,0,0,0,0
6029,0.00879181817710049,0.131633041228925,0.122680214927744,0,0.0129600815229488,0.022685257199612,1.34944938932,0.319453233246461,0,0.0299622395834941,0.00363828880397259,0,0,0,0.00088885285663263,0,0,0,0,0.0881757022277204
6031,0.0300362621864689,0.202184775350569,0.194684347910755,0,0.00306528572710331,0.114573980240012,0.294047444670973,0.185321446263686,0,0,0.00208577042371671,0,2.13954628325199e-08,0,0.00480708586317344,0,0,0,0,0.120812861956701
6033,0,0,0,0,4.40724768476342e-10,0,2.57942478679017e-07,1.05597343844284e-07,0,0,0,0,0,0,0,0,0,0,0,1.74115642729508e-08
6035,0.00129405450324325,5.9333033419314e-05,0,0,0.000178300978275309,0.000653441626617772,0.000430070806673551,0.032092790056309,0,1.75705828549416e-05,0,0,0,0.000939536497495153,0,0,0,0,0,0.0012040387526476
6037,0.0082730827684458,0,0,0,0,0,0.00708479197623758,0.0453496003933306,0,8.13594056207381e-06,0,0,0,0,0,0,0,0,0,0.00250759676349382
6039,0.000271520923898767,0.0273875262042954,0.00219832483898838,0,0.0155498720879915,0.00154213806209036,0.795873855020158,0.0661959969847013,0,0,2.06534909683683e-05,0,7.1415777567461e-08,0,0.000197461064735206,0,0,0,0,0.0403165708201009
6041,0,0,0,0,0,0,0,0,0,0,0,0,2.76169540924042e-08,0,0,0,0,0,0,0
6043,0,0,0,0,5.6364917608625e-05,0,0.000328246266173826,0,0,0,0,0,0,0,0,0,0,0,0,0.000158068151556197
6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,0.0039168114452324,0.0365364161673012,0.130190794712175,0,0.0126789764877416,0.00140065896544234,0.15100818254545,0.211735259184971,0,0,5.99881132005151e-06,0,0.000260087289227875,0,5.07263368619028e-06,0,0,0,1.43602458105142e-05,0.0320806238021396
6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,0,0.000591044793463425,0,0,5.28553914626438e-12,2.04360665107978e-05,0.00129926445046632,0.0700656714905003,0,0,0,0,0,0,0,0,0,0,0,0.00389467808331234
6053,0.0115086467667071,0.00896767426539909,0.00398796361506946,0,0.0181083653206002,0.000897814820831928,0.478324096875879,0.0312090394109325,0,3.94885528832849e-05,0.00652711645974598,0,0.00010008251859546,2.4535590693383e-06,9.85895917386381e-06,0,0,4.59394790810716e-05,9.57274489173004e-06,0.0162383734551259
6055,9.12135766833725e-07,4.02527726142053e-07,9.11150285267104e-08,0,1.25592517278189e-05,9.48487809392463e-06,0.000273948579980624,6.40612881113883e-05,0,0,7.41822920761323e-07,0,3.15640982558334e-05,0,9.50222311112014e-07,0,0,1.16377999348679e-05,0,4.70410287708739e-05
6057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,0.000143997802487637,0.00998799589315136,4.97825553866087e-14,0,1.75064070972739e-06,1.04091262990952e-13,1.81300913152679e-05,0,0,0,0,0,0.0170108301585357,0,0,0,0,9.56142557050126e-07,0,3.89778296769817e-09
